Time(s);Current(A)
0.00000e+00;-2.423476020479848e-21
2.50000e-10;4.213886624312527e-15
5.00000e-10;1.557839017000052e-15
7.50000e-10;6.732485548261474e-07
1.00000e-09;4.4456974818937105e-06
1.25000e-09;1.2973468914124678e-05
1.50000e-09;2.4284439125022044e-05
1.75000e-09;3.578661374760596e-05
2.00000e-09;4.672964986954691e-05
2.25000e-09;5.704577025007975e-05
2.50000e-09;6.666719934402835e-05
2.75000e-09;7.594786737848784e-05
3.00000e-09;8.633951604795282e-05
3.25000e-09;9.88115412535521e-05
3.50000e-09;0.00011206063114857147
3.75000e-09;0.0001243953179163577
4.00000e-09;0.00013527784165214755
4.25000e-09;0.000144598032560134
4.50000e-09;0.00015233984510335213
4.75000e-09;0.0001593507258411892
5.00000e-09;0.0001678411418407971
5.25000e-09;0.0001794013957089804
5.50000e-09;0.00019343441857238582
5.75000e-09;0.00020879573721166916
6.00000e-09;0.00022503498817548544
6.25000e-09;0.0002419697014644183
6.50000e-09;0.00025947634340871197
6.75000e-09;0.0002779722961093635
7.00000e-09;0.0002987286089301718
7.25000e-09;0.0003226277689596106
7.50000e-09;0.00034918209390144664
7.75000e-09;0.0003775610243557465
8.00000e-09;0.000407368903874038
8.25000e-09;0.00043870730418368105
8.50000e-09;0.00047054541040799427
8.75000e-09;0.0005043002051254583
9.00000e-09;0.0005389190222788451
9.25000e-09;0.0005764531088987723
9.50000e-09;0.0006153013674537077
9.75000e-09;0.0006557026443025874
1.00000e-08;0.0006968040049961611
1.02500e-08;0.0007386466883883298
1.05000e-08;0.0007808235520326019
1.07500e-08;0.0008233658010649834
1.10000e-08;0.0008666247116723217
1.12500e-08;0.0009107141150118361
1.15000e-08;0.0009552578745616961
1.17500e-08;0.000999745417215974
1.20000e-08;0.0010438367689077114
1.22500e-08;0.0010872580122822722
1.25000e-08;0.0011297496217132358
1.27500e-08;0.0011711850531166996
1.30000e-08;0.0012116475887523981
1.32500e-08;0.0012511248857967608
1.35000e-08;0.0012892678933689981
1.37500e-08;0.0013256433071231507
1.40000e-08;0.0013599249135236322
1.42500e-08;0.0013918276837924205
1.45000e-08;0.0014211096874089321
1.47500e-08;0.001447841100023217
1.50000e-08;0.0014725152195944257
1.52500e-08;0.001495518213096956
1.55000e-08;0.001516791117295248
1.57500e-08;0.0015361221930962183
1.60000e-08;0.0015533569020119051
1.62500e-08;0.001568366444626179
1.65000e-08;0.0015802986008564607
