Time(s);Current(A)
1.50000e-06;-0.009948113869689832
1.50025e-06;-0.009983578012449503
1.50050e-06;-0.010019042155209145
1.50075e-06;-0.010054506297968786
1.50100e-06;-0.010089970440728457
1.50125e-06;-0.010125434583488097
1.50150e-06;-0.01016035303226461
1.50175e-06;-0.010192594488475223
1.50200e-06;-0.010224197365502024
1.50225e-06;-0.01025266758616716
1.50250e-06;-0.010281137806832298
1.50275e-06;-0.01030854881029673
1.50300e-06;-0.010330763647669033
1.50325e-06;-0.010352978485041355
1.50350e-06;-0.010373455357629171
1.50375e-06;-0.010385406354998801
1.50400e-06;-0.010397357352368441
1.50425e-06;-0.010409308349738073
1.50450e-06;-0.010421259347107713
1.50475e-06;-0.010433210344477343
1.50500e-06;-0.010445161341846972
1.50525e-06;-0.010454733977945425
1.50550e-06;-0.010452639167382951
1.50575e-06;-0.010450544356820473
1.50600e-06;-0.010448449546258
1.50625e-06;-0.010446354735695523
1.50650e-06;-0.01044425992513305
1.50675e-06;-0.010442165114570575
1.50700e-06;-0.01043826258333148
1.50725e-06;-0.010425491977747494
1.50750e-06;-0.010412721372163498
1.50775e-06;-0.010399950766579511
1.50800e-06;-0.010387180160995527
1.50825e-06;-0.01037440955541153
1.50850e-06;-0.010360587565051727
1.50875e-06;-0.010341607831862764
1.50900e-06;-0.010322628098673818
1.50925e-06;-0.01030364836548487
1.50950e-06;-0.010284668632295907
1.50975e-06;-0.01026568889910696
1.51000e-06;-0.010246360701857249
1.51025e-06;-0.01022532305621926
1.51050e-06;-0.010204285410581253
1.51075e-06;-0.010183235464356417
1.51100e-06;-0.010162125175557608
1.51125e-06;-0.01014111431650247
1.51150e-06;-0.010120591226586956
1.51175e-06;-0.010100346765990177
1.51200e-06;-0.01008146916784358
1.51225e-06;-0.010062591569696981
1.51250e-06;-0.010044438206479935
1.51275e-06;-0.010029837698126645
1.51300e-06;-0.010015237189773341
1.51325e-06;-0.01000063668142005
1.51350e-06;-0.00998603617306676
1.51375e-06;-0.009971435664713459
1.51400e-06;-0.009956835156360169
1.51425e-06;-0.009942234648006866
1.51450e-06;-0.009927634139653576
1.51475e-06;-0.009914213250546658
1.51500e-06;-0.009901375133206627
1.51525e-06;-0.009888537015866596
1.51550e-06;-0.009875698898526552
1.51575e-06;-0.009862860781186521
1.51600e-06;-0.00985002266384648
1.51625e-06;-0.009837184546506448
1.51650e-06;-0.009824346429166417
1.51675e-06;-0.009811505540019926
1.51700e-06;-0.009798651053316053
1.51725e-06;-0.00978579656661217
1.51750e-06;-0.009772942079908297
1.51775e-06;-0.009760087593204422
1.51800e-06;-0.009747233106500539
1.51825e-06;-0.009734378619796666
1.51850e-06;-0.00972152413309278
1.51875e-06;-0.009708760989571501
1.51900e-06;-0.009696042972668887
1.51925e-06;-0.00968332495576628
1.51950e-06;-0.009670606938863676
1.51975e-06;-0.009657888921961061
1.52000e-06;-0.009645170905058455
1.52025e-06;-0.00963245288815584
1.52050e-06;-0.009619936247247633
1.52075e-06;-0.009608407489762157
1.52100e-06;-0.009596878732276671
1.52125e-06;-0.009585349974791196
1.52150e-06;-0.009573821217305711
1.52175e-06;-0.009562292459820236
1.52200e-06;-0.009552174765230738
1.52225e-06;-0.009542754183391428
1.52250e-06;-0.009533333601552126
1.52275e-06;-0.009523913019712817
1.52300e-06;-0.009514492437873515
1.52325e-06;-0.009505591061224568
1.52350e-06;-0.009499236731963656
1.52375e-06;-0.009492882402702744
1.52400e-06;-0.009486528073441825
1.52425e-06;-0.009480173744180913
1.52450e-06;-0.009473819414919994
1.52475e-06;-0.009467465085659082
1.52500e-06;-0.009461110756398168
1.52525e-06;-0.00945475642713725
1.52550e-06;-0.009448402097876337
1.52575e-06;-0.00944204776861542
1.52600e-06;-0.009436132360994349
1.52625e-06;-0.009432370156455656
1.52650e-06;-0.00942860795191696
1.52675e-06;-0.009424845747378268
1.52700e-06;-0.009421083542839574
1.52725e-06;-0.009417321338300881
1.52750e-06;-0.009413559133762186
1.52775e-06;-0.009409796929223493
1.52800e-06;-0.009406034724684802
1.52825e-06;-0.009402272520146106
1.52850e-06;-0.009398510315607414
1.52875e-06;-0.009394903545757094
1.52900e-06;-0.009392158040501501
1.52925e-06;-0.009389896988859458
1.52950e-06;-0.009387635937217411
1.52975e-06;-0.009385374885575368
1.53000e-06;-0.009383113833933324
1.53025e-06;-0.00938085278229128
1.53050e-06;-0.009378591730649238
1.53075e-06;-0.009376330679007191
1.53100e-06;-0.009374069627365148
1.53125e-06;-0.009371808575723103
1.53150e-06;-0.00936954752408106
1.53175e-06;-0.009367286472439016
1.53200e-06;-0.009365025420796973
1.53225e-06;-0.009362764369154928
1.53250e-06;-0.009360546335774038
1.53275e-06;-0.009358556367207534
1.53300e-06;-0.009356649949897294
1.53325e-06;-0.00935499049052305
1.53350e-06;-0.00935454252436466
1.53375e-06;-0.00935456347865498
1.53400e-06;-0.009356884800172209
1.53425e-06;-0.00935964145207406
1.53450e-06;-0.009364533689558516
1.53475e-06;-0.009369928936938575
1.53500e-06;-0.009377791782995202
1.53525e-06;-0.009385654629051821
1.53550e-06;-0.00939461424398447
1.53575e-06;-0.009408954240994267
1.53600e-06;-0.009423294238004077
1.53625e-06;-0.009437634235013873
1.53650e-06;-0.00945197423202367
1.53675e-06;-0.009466314229033478
1.53700e-06;-0.009485402084338644
1.53725e-06;-0.009506835542070866
1.53750e-06;-0.009528268999803068
1.53775e-06;-0.00954970245753527
1.53800e-06;-0.00957113591526749
1.53825e-06;-0.00959344104062173
1.53850e-06;-0.00962002227642484
1.53875e-06;-0.00964660351222793
1.53900e-06;-0.009673184748031019
1.53925e-06;-0.00969976598383413
1.53950e-06;-0.00972634721963722
1.53975e-06;-0.00975292845544033
1.54000e-06;-0.009780018929326569
1.54025e-06;-0.009807360984032924
1.54050e-06;-0.009834703038739302
1.54075e-06;-0.009862045093445657
1.54100e-06;-0.009889387148152035
1.54125e-06;-0.00991672920285839
1.54150e-06;-0.00994355931538894
1.54175e-06;-0.0099678780104573
1.54200e-06;-0.009992196705525659
1.54225e-06;-0.010015850327838308
1.54250e-06;-0.010036241325168655
1.54275e-06;-0.01005663232249902
1.54300e-06;-0.010076145299734598
1.54325e-06;-0.010091351003410345
1.54350e-06;-0.010106556707086106
1.54375e-06;-0.010120286881024834
1.54400e-06;-0.010126778598508156
1.54425e-06;-0.010133270315991472
1.54450e-06;-0.010139762033474787
1.54475e-06;-0.010146253750958109
1.54500e-06;-0.010152745468441426
1.54525e-06;-0.010159237185924748
1.54550e-06;-0.010163705073885691
1.54575e-06;-0.010158244729630716
1.54600e-06;-0.010152784385375745
1.54625e-06;-0.010147324041120774
1.54650e-06;-0.0101418636968658
1.54675e-06;-0.01013640335261083
1.54700e-06;-0.010130943008355854
1.54725e-06;-0.01012394517565972
1.54750e-06;-0.010109404937783636
1.54775e-06;-0.010094864699907538
1.54800e-06;-0.010080324462031455
1.54825e-06;-0.010065784224155359
1.54850e-06;-0.010051243986279275
1.54875e-06;-0.01003670374840319
1.54900e-06;-0.01001889412531186
1.54925e-06;-0.00999946931545251
1.54950e-06;-0.009980044505593142
1.54975e-06;-0.009960619695733792
1.55000e-06;-0.009941194885874426
1.55025e-06;-0.009921770076015074
1.55050e-06;-0.009902199430203916
1.55075e-06;-0.009881913361883625
1.55100e-06;-0.00986162729356335
1.55125e-06;-0.009841452876723715
1.55150e-06;-0.009821826184786268
1.55175e-06;-0.009802467477429045
1.55200e-06;-0.009784423412986713
1.55225e-06;-0.009766379348544397
1.55250e-06;-0.009748807752797054
1.55275e-06;-0.009733553930788286
1.55300e-06;-0.009718300108779518
1.55325e-06;-0.009703208402197456
1.55350e-06;-0.00968891197979539
1.55375e-06;-0.009674615557393315
1.55400e-06;-0.009660130000326743
1.55425e-06;-0.009644716611716845
1.55450e-06;-0.009629303223106959
1.55475e-06;-0.009613691734836085
1.55500e-06;-0.009597108435741089
1.55525e-06;-0.009580525136646107
1.55550e-06;-0.009563941837551111
1.55575e-06;-0.009547358538456131
1.55600e-06;-0.009530775239361149
1.55625e-06;-0.009512202964943796
1.55650e-06;-0.009492648069510286
1.55675e-06;-0.009473093174076758
1.55700e-06;-0.009453538278643247
1.55725e-06;-0.009433983383209735
1.55750e-06;-0.009414007477969834
1.55775e-06;-0.00939196623912544
1.55800e-06;-0.009369925000281026
1.55825e-06;-0.009347883761436632
1.55850e-06;-0.009325842522592219
1.55875e-06;-0.009303625322275895
1.55900e-06;-0.009280544913702745
1.55925e-06;-0.009257464505129574
1.55950e-06;-0.009234384096556424
1.55975e-06;-0.009211303687983254
1.56000e-06;-0.009188214984398969
1.56025e-06;-0.009165085588258393
1.56050e-06;-0.009142022110647343
1.56075e-06;-0.009119355495464413
1.56100e-06;-0.009097139750483199
1.56125e-06;-0.009075460334234394
1.56150e-06;-0.009054331029103937
1.56175e-06;-0.00903376959566711
1.56200e-06;-0.00901387053191496
1.56225e-06;-0.008994767016975621
1.56250e-06;-0.008976592229977298
1.56275e-06;-0.008959479192348296
1.56300e-06;-0.008943578129675028
1.56325e-06;-0.00892916436229714
1.56350e-06;-0.008916689191881577
1.56375e-06;-0.008906528227121974
1.56400e-06;-0.008898781491493363
1.56425e-06;-0.00889342243486417
1.56450e-06;-0.008890422186234577
1.56475e-06;-0.008889950339842655
1.56500e-06;-0.008892367587585069
1.56525e-06;-0.008895635862467933
1.56550e-06;-0.00890307899248426
1.56575e-06;-0.008911613457900867
1.56600e-06;-0.008925501650574404
1.56625e-06;-0.008939389843247929
1.56650e-06;-0.008954775090934805
1.56675e-06;-0.008977504390897326
1.56700e-06;-0.009000233690859866
1.56725e-06;-0.009022962990822387
1.56750e-06;-0.009045692290784908
1.56775e-06;-0.009069926614858953
1.56800e-06;-0.009101544084944574
1.56825e-06;-0.00913316155503022
1.56850e-06;-0.009164779025115841
1.56875e-06;-0.009196396495201462
1.56900e-06;-0.009228755101928362
1.56925e-06;-0.009264749477673818
1.56950e-06;-0.009300743853419302
1.56975e-06;-0.009336987447465077
1.57000e-06;-0.009374453623319283
1.57025e-06;-0.00941191979917352
1.57050e-06;-0.009449294403992258
1.57075e-06;-0.009486219791871503
1.57100e-06;-0.009523145179750715
1.57125e-06;-0.009559753380702276
1.57150e-06;-0.009594805568443079
1.57175e-06;-0.009629296555050315
1.57200e-06;-0.009661034476188947
1.57225e-06;-0.009692772397327552
1.57250e-06;-0.009722227882079519
1.57275e-06;-0.009740486495648282
1.57300e-06;-0.009758745109217048
1.57325e-06;-0.009777003722785827
1.57350e-06;-0.009795262336354593
1.57375e-06;-0.009813520949923372
1.57400e-06;-0.009831779563492137
1.57425e-06;-0.0098500381770609
1.57450e-06;-0.009868296790629682
1.57475e-06;-0.009886555404198446
1.57500e-06;-0.009904814017767227
1.57525e-06;-0.00992307263133599
1.57550e-06;-0.009941331244904756
1.57575e-06;-0.009959589858473535
1.57600e-06;-0.0099687268518787
1.57625e-06;-0.00997335745670655
1.57650e-06;-0.009977988061534396
1.57675e-06;-0.009982618666362245
1.57700e-06;-0.009987249271190091
1.57725e-06;-0.009991879876017937
1.57750e-06;-0.009996510480845787
1.57775e-06;-0.010001141085673631
1.57800e-06;-0.01000577169050148
1.57825e-06;-0.010010402295329327
1.57850e-06;-0.010015032900157173
1.57875e-06;-0.010019663504985022
1.57900e-06;-0.010024294109812868
1.57925e-06;-0.010028045732621641
1.57950e-06;-0.010027485362992515
1.57975e-06;-0.01002692499336339
1.58000e-06;-0.010026364623734262
1.58025e-06;-0.010025804254105136
1.58050e-06;-0.01002524388447601
1.58075e-06;-0.010024683514846883
1.58100e-06;-0.010023284197053584
1.58125e-06;-0.010021470410519422
1.58150e-06;-0.01001965662398526
1.58175e-06;-0.010017842837451095
1.58200e-06;-0.010016029050916931
1.58225e-06;-0.010014215264382767
1.58250e-06;-0.01001238192913488
1.58275e-06;-0.010010452694421563
1.58300e-06;-0.010008295399468623
1.58325e-06;-0.010005019317091985
1.58350e-06;-0.010001743234715343
1.58375e-06;-0.009997650424911474
1.58400e-06;-0.009989551022920902
1.58425e-06;-0.009981451620930323
1.58450e-06;-0.009972584063060612
1.58475e-06;-0.009959948188809077
1.58500e-06;-0.009947312314557553
1.58525e-06;-0.009933448347611696
1.58550e-06;-0.009913559767766268
1.58575e-06;-0.00989367118792084
1.58600e-06;-0.009873782608075393
1.58625e-06;-0.009853894028229965
1.58650e-06;-0.009832563062645846
1.58675e-06;-0.009804156234003955
1.58700e-06;-0.009775749405362064
1.58725e-06;-0.009747342576720148
1.58750e-06;-0.009718935748078255
1.58775e-06;-0.009689454920504
1.58800e-06;-0.009654705412599947
1.58825e-06;-0.009619955904695894
1.58850e-06;-0.009585206396791812
1.58875e-06;-0.00954991365239325
1.58900e-06;-0.009511955971050258
1.58925e-06;-0.009473998289707299
1.58950e-06;-0.009436040608364308
1.58975e-06;-0.0093978856051072
1.59000e-06;-0.009358738162918873
1.59025e-06;-0.009319484371390836
1.59050e-06;-0.009280348679263636
1.59075e-06;-0.009241555535277692
1.59100e-06;-0.009203324184079112
1.59125e-06;-0.009165835567077034
1.59150e-06;-0.0091292079622384
1.59175e-06;-0.009093572263516772
1.59200e-06;-0.00905912945507627
1.59225e-06;-0.009026120434064113
1.59250e-06;-0.008994784708081785
1.59275e-06;-0.008965362558353507
1.59300e-06;-0.008938085119513354
1.59325e-06;-0.00891311342410317
1.59350e-06;-0.00889046942814232
1.59375e-06;-0.00887011076983256
1.59400e-06;-0.008852056524912803
1.59425e-06;-0.00883636956509503
1.59450e-06;-0.008823330027829776
1.59475e-06;-0.008813410511087546
1.59500e-06;-0.008804355583671474
