Time(s);Current(A)
1.05000e-06;-0.00931755457411767
1.05025e-06;-0.009343786338800373
1.05050e-06;-0.009368224418427417
1.05075e-06;-0.009390029287602375
1.05100e-06;-0.009411834156777333
1.05125e-06;-0.009433639025952309
1.05150e-06;-0.009455443895127265
1.05175e-06;-0.009475942370496995
1.05200e-06;-0.009494523000918633
1.05225e-06;-0.009513103631340272
1.05250e-06;-0.009531684261761927
1.05275e-06;-0.009550264892183564
1.05300e-06;-0.009566249665536423
1.05325e-06;-0.009578423603790938
1.05350e-06;-0.009590597542045465
1.05375e-06;-0.009594809309962217
1.05400e-06;-0.009587332253194959
1.05425e-06;-0.009579855196427692
1.05450e-06;-0.009572378139660434
1.05475e-06;-0.009564901082893167
1.05500e-06;-0.009557424026125907
1.05525e-06;-0.009549946969358649
1.05550e-06;-0.009530696789083071
1.05575e-06;-0.009494163133218221
1.05600e-06;-0.009457629477353338
1.05625e-06;-0.009421095821488486
1.05650e-06;-0.009384562165623634
1.05675e-06;-0.00934802850975875
1.05700e-06;-0.0093114948538939
1.05725e-06;-0.00926484200983216
1.05750e-06;-0.009203333741714259
1.05775e-06;-0.009141825473596306
1.05800e-06;-0.009080317205478404
1.05825e-06;-0.009018808937360503
1.05850e-06;-0.00895730066924255
1.05875e-06;-0.008895792401124649
1.05900e-06;-0.008834284133006695
1.05925e-06;-0.00876301185623963
1.05950e-06;-0.008690716761709839
1.05975e-06;-0.008618421667179986
1.06000e-06;-0.008546126572650194
1.06025e-06;-0.00847383147812034
1.06050e-06;-0.00840153638359055
1.06075e-06;-0.008329241289060757
1.06100e-06;-0.008259635987175912
1.06125e-06;-0.008193979422046154
1.06150e-06;-0.008128322856916342
1.06175e-06;-0.008062666291786584
1.06200e-06;-0.007997009726656772
1.06225e-06;-0.007938139126414353
1.06250e-06;-0.007889230628276164
1.06275e-06;-0.007840322130137934
1.06300e-06;-0.007791413631999744
1.06325e-06;-0.007742505133861513
1.06350e-06;-0.00769916302803206
1.06375e-06;-0.007663992636830088
1.06400e-06;-0.007628822245628087
1.06425e-06;-0.007593651854426115
1.06450e-06;-0.007558481463224113
1.06475e-06;-0.007523311072022142
1.06500e-06;-0.00748814068082017
1.06525e-06;-0.007452970289618169
1.06550e-06;-0.0074177998984161966
1.06575e-06;-0.007382629507214195
1.06600e-06;-0.007347459116012223
1.06625e-06;-0.0073122887248102215
1.06650e-06;-0.00727711833360825
1.06675e-06;-0.007247678647891387
1.06700e-06;-0.007218839275792915
1.06725e-06;-0.007189999903694468
1.06750e-06;-0.007161160531595997
1.06775e-06;-0.00713232115949755
1.06800e-06;-0.007103481787399103
1.06825e-06;-0.007074642415300632
1.06850e-06;-0.007045803043202185
1.06875e-06;-0.007016963671103714
1.06900e-06;-0.006988124299005267
1.06925e-06;-0.00695928492690682
1.06950e-06;-0.006930445554808349
1.06975e-06;-0.006904180544695713
1.07000e-06;-0.006881694813931036
1.07025e-06;-0.006859209083166379
1.07050e-06;-0.006836723352401702
1.07075e-06;-0.006814237621637045
1.07100e-06;-0.006791751890872387
1.07125e-06;-0.0067692661601077096
1.07150e-06;-0.006746780429343052
1.07175e-06;-0.006724294698578375
1.07200e-06;-0.006701808967813717
1.07225e-06;-0.00667932323704906
1.07250e-06;-0.006656837506284383
1.07275e-06;-0.006653366864230553
1.07300e-06;-0.006651888126443492
1.07325e-06;-0.006650409388656432
1.07350e-06;-0.006648930650869371
1.07375e-06;-0.00664745191308231
1.07400e-06;-0.00664597317529525
1.07425e-06;-0.0066444944375081885
1.07450e-06;-0.006643015699721129
1.07475e-06;-0.006641536961934067
1.07500e-06;-0.006640058224147007
1.07525e-06;-0.006638579486359947
