Time(s);Current(A)
9.55000e-06;-0.006652830081595815
9.55025e-06;-0.00668759369238457
9.55050e-06;-0.006722357303173324
9.55075e-06;-0.006757120913961842
9.55100e-06;-0.006791884524750596
9.55125e-06;-0.006826648135539351
9.55150e-06;-0.006861411746327869
9.55175e-06;-0.006895139184887386
9.55200e-06;-0.006923609095111665
9.55225e-06;-0.006952079005335751
9.55250e-06;-0.006979396950277418
9.55275e-06;-0.0070008698339986105
9.55300e-06;-0.007022342717719658
9.55325e-06;-0.007042260251536406
9.55350e-06;-0.007054285954281156
9.55375e-06;-0.007066311657025824
9.55400e-06;-0.007076695404197223
9.55425e-06;-0.007078747883931251
9.55450e-06;-0.007080800363665279
9.55475e-06;-0.007080449580808487
9.55500e-06;-0.007067904665728401
9.55525e-06;-0.007055359750648315
9.55550e-06;-0.007042814835568314
9.55575e-06;-0.007030269920488228
9.55600e-06;-0.007017725005408142
9.55625e-06;-0.006993840121006317
9.55650e-06;-0.006964233291693566
9.55675e-06;-0.006934626462380815
9.55700e-06;-0.0069050196330682646
9.55725e-06;-0.0068754128037555136
9.55750e-06;-0.006843841035488472
9.55775e-06;-0.006802299185087458
9.55800e-06;-0.0067607573346861625
9.55825e-06;-0.006719215484284867
9.55850e-06;-0.006677673633883853
9.55875e-06;-0.006631978354630846
9.55900e-06;-0.0065841873297538805
9.55925e-06;-0.006536396304877239
9.55950e-06;-0.0064886052800002736
9.55975e-06;-0.006440529479465152
9.56000e-06;-0.006391008729866746
9.56025e-06;-0.006341527539304719
9.56050e-06;-0.00629233500545564
9.56075e-06;-0.006243720284039334
9.56100e-06;-0.006195947882011311
9.56125e-06;-0.006149281548275011
9.56150e-06;-0.006104009623772291
9.56175e-06;-0.006061840071022684
9.56200e-06;-0.006028395190825238
9.56225e-06;-0.00599495031062802
9.56250e-06;-0.005961505430430574
9.56275e-06;-0.005928060550233129
9.56300e-06;-0.005894615670035909
9.56325e-06;-0.005861170789838464
9.56350e-06;-0.0058277259096410185
9.56375e-06;-0.005794281029443573
9.56400e-06;-0.005762682186516145
9.56425e-06;-0.005740450119676212
9.56450e-06;-0.0057182180528362785
9.56475e-06;-0.005695985985996496
9.56500e-06;-0.005673753919156563
9.56525e-06;-0.005651521852316629
9.56550e-06;-0.005629289785476846
9.56575e-06;-0.0056070577186369125
9.56600e-06;-0.005584825651796979
9.56625e-06;-0.0055634690107231296
9.56650e-06;-0.005546554271915302
9.56675e-06;-0.005529639533107475
